X,Y,OBJECTID,NAME,ADDRESS,FACUSE,LEVEL_,STATUS,PHONE,TOTAL_STUD,SSL,GIS_ID,WEB_URL,BLDG_NUM,SCH_PROG,CAPITALGAINS,CAPACITY,YEAR_BUILT,SQUARE_FOOTAGE,POPULATION_PLAN,LONGITUDE,LATITUDE,SCHOOL_YEA,LEA_NAME,LEA_ID,SCHOOL_NAM,SCHOOL_ID,GRADES,MAR_ID,XCOORD,YCOORD,ZIPCODE,PK3,PK4,UN_CE,FACILITY_ID,GLOBALID,CREATOR,CREATED,EDITOR,EDITED
-77.0126937526778,38.9076340080213,58,Dunbar High School,101 N ST NW,High School,HS,Active,202-698-3762,584, ,dcps_467,http://www.dunbarhsdc.org/,467,940,N,1095,1977,343400,1600,-77.012691,38.907627,2022-2023,District of Columbia Public Schools,1,Dunbar High School,467,9th-12th,309947,398899.21,137751.95,20001,,,2,DGS_0272.0,{63B9BEA5-3DB9-4C9A-993A-E15E688FFB02},,,JLAY,2022/08/03 14:55:10+00
-77.0523232854565,38.9074769554807,59,School Without Walls @ Francis-Stevens,2425 N STREET NW,Education Campus,EC,Active,202-724-4841,471, ,dcps_409,http://www.swwfs.org/,409,409,N,520,1927,95100,450,-77.052321,38.9074695,2022-2023,District of Columbia Public Schools,1,School Without Walls @ Francis-Stevens,409,PK3-8th,294544,395461.95,137735.74,20037,38,45,,DGS_0420.0,{684115BD-E4B9-4EB5-8BE0-6A77D957820D},,,JLAY,2022/08/03 14:55:10+00
-76.9327066350747,38.9065616039476,60,Ron Brown College Preparatory High School,4800 MEADE STREET NE,High School/Specialized,HS,Active,202-729-4343,105,,dcps_980,http://profiles.dcps.dc.gov/Ron+Brown+College+Preparatory+High+School,436,,,,,,,-76.932705,38.906563,2022-2023,District of Columbia Public Schools,1,Ron Brown College Preparatory High School,436,9th-11th,294601,405836.91,137635.93,20019,,,,DGS_0637.0,{40E2BBF6-0664-414D-95D8-7FF31ABFD7D3},,,JLAY,2022/08/03 14:55:10+00
-76.9299498970813,38.9054227781707,61,Houston Elementary School,1100 50TH PLACE NE,Elementary School,ES,Active,202-671-6170,299, ,dcps_251,http://www.myschooldc.org/schools/profile/44/,251,251,N,507,1962,59900,325,-76.92994765,38.90541532,2022-2023,District of Columbia Public Schools,1,Houston Elementary School,251,PK3-5th,156316,406076.15,137508.74,20019,30,35,,DGS_0219.0,{E12ED7DC-5645-416D-AE85-FF4105B274A9},,,JLAY,2022/08/03 14:55:10+00
-77.0139181418983,38.9041995429169,62,Walker-Jones Education Campus,1125 NEW JERSEY AVENUE NW,Education Campus,EC,Active,202-939-5934,451, ,dcps_332,http://walkerjoneseducampus.org/,332,332,N,,,,,-77.01391569,38.90419198,2022-2023,District of Columbia Public Schools,1,Walker-Jones Education Campus,332,PK3-8th,307735,398792.97,137370.7,20001,39,40,,DGS_0195.0,{E7331624-0234-4113-A536-2DED24F88A6B},,,JLAY,2022/08/03 14:55:10+00
-76.9885030395345,38.9041251995314,63,Wheatley Education Campus,1299 NEAL STREET NE,Education Campus,EC,Active,202-939-5970,321, ,dcps_335,http://profiles.dcps.dc.gov/Wheatley+Education+Campus,335,335,N,625,1960,103700,400,-76.98850077,38.90411774,2022-2023,District of Columbia Public Schools,1,Wheatley Education Campus,335,PK3-8th,294512,400997.43,137362.43,20002,24,33,,DGS_0262.0,{135BB52E-F95D-4935-AC5C-BB7C670AEB7D},,,JLAY,2022/08/03 14:55:10+00
-77.0284323136688,38.9035037912,64,Thomson Elementary School,1200 L STREET NW,Elementary School,ES,Active,202-898-4660,314, ,dcps_326,http://www.thomsondcps.org/,326,326,N,,,,,-77.02843003,38.90349634,2022-2023,District of Columbia Public Schools,1,Thomson Elementary School,326,PK3-5th,240922,397533.99,137293.77,20005,35,30,,DGS_0241.0,{D8080353-5FC0-458B-A778-0D5D720768A5},,,JLAY,2022/08/03 14:55:10+00
-77.0468343051292,38.903170049127,65,Stevens Early Learning Center,1050 21ST STREET NW,Specialized School,AC,Active,202-698-0677,,,dcps_983,https://www.myschooldc.org/schools/profile/432,,,,,,,,-77.046832,38.903163,2022-2023,District of Columbia Public Schools,1,Stevens Early Learning Center,0,PK3-PK4,294506,395937.79,137257.38,20036,,,,N/A,{84BD4569-D108-4C55-A020-7E54AE2EE0E8},,,JLAY,2022/08/03 14:55:10+00
-76.9965912928373,38.9027654537884,66,J.O. Wilson Elementary School,660 K STREET NE,Elementary School,ES,Active,202-698-4733,495, ,dcps_339,http://profiles.dcps.dc.gov/J.O.+Wilson+Elementary+School,339,339,N,412,1961,98900,400,-76.99658902,38.902758,2022-2023,District of Columbia Public Schools,1,J.O. Wilson Elementary School,339,PK3-5th,288841,400295.87,137211.43,20002,56,61,,DGS_0695.0,{397F1443-B19F-404E-BFFF-862924FA7810},,,JLAY,2022/08/03 14:55:10+00
-76.97066932127,38.902606337899,67,Browne Education Campus,850 26TH STREET NE,Education Campus,EC,Active,202-671-6210,309, ,dcps_404,http://profiles.dcps.dc.gov/Browne+Education+Campus,404,404,Y,835,1932,215400,750,-76.97066706,38.90259888,2022-2023,District of Columbia Public Schools,1,Browne Education Campus,404,PK3-8th,294501,402544.36,137194.17,20002,30,35,,DGS_0422.0,{0B60A0E0-2576-4152-AE38-907E043A52FC},,,JLAY,2022/08/03 14:55:10+00
-76.9718998943173,38.9019994770801,68,"Phelps Architecture, Construction, and Engineering High School",704 26TH STREET NE,High School/Specialized,HS,Active,202-729-4360,328, ,dcps_478,http://phelpshsdc.org/,478, ,N,,1912,205776,600,-76.97189763,38.90199202,2022-2023,District of Columbia Public Schools,1,"Phelps Architecture, Construction and Engineering High School",478,9th-12th,294495,402437.64,137126.77,20002,,,,DGS_0725.0,{AE884B5F-F32B-4051-984A-9195122B9562},,,JLAY,2022/08/03 14:55:10+00
-76.9521131682574,38.9012864269031,69,Thomas Elementary School,650 ANACOSTIA AVENUE NE,Elementary School,ES,Active,202-724-4593,409, ,dcps_325,http://www.nevalthomas.org/,325,325,N,636,1946,87600,325,-76.95211091,38.90127897,2022-2023,District of Columbia Public Schools,1,Thomas Elementary School,325,PK3-5th,294493,404154.01,137048.33,20019,39,40,,DGS_0719.0,{5E363B29-C2BA-4564-9A03-966C9C034858},,,JLAY,2022/08/03 14:55:10+00
-76.9244614283229,38.9005732220478,70,Burrville Elementary School,801 DIVISION AVENUE NE,Elementary School,ES,Active,202-671-6020,325, ,dcps_221,http://www.burrvillees.org/,221,221,N,322,1980,95000,450,-76.92445918,38.90056577,2022-2023,District of Columbia Public Schools,1,Burrville Elementary School,221,PK3-5th,289787,406552.65,136970.78,20019,36,56,,DGS_0740.0,{2D1B8926-EF5C-4570-98F7-9B8D217F8D16},,,JLAY,2022/08/03 14:55:10+00
-76.9964947646537,38.8987515963816,71,Ludlow-Taylor Elementary School,659 G STREET NE,Elementary School,ES,Active,202-698-3244,373, ,dcps_271,http://www.ludlowtaylor.org,271,271,N,,,,,-76.99649249,38.89874414,2022-2023,District of Columbia Public Schools,1,Ludlow-Taylor Elementary School,271,PK3-5th,294494,400304.26,136765.86,20002,43,57,,DGS_0721.0,{01EDBBDB-8044-46E2-A7E3-A8EC7774FDEE},,,JLAY,2022/08/03 14:55:10+00
-77.0025649717603,38.8985377621774,72,Capitol Hill Montessori,215 G STREET NE,Elementary School/Specialized,ES,Active,202-698-4467,361, ,dcps_960,http://capitolhillmontessorischool.org/,360,0,N,,,,,-77.00256647,38.89853031,2022-2023,District of Columbia Public Schools,1,Capitol Hill Montessori School @ Logan,360,PK3-8th,286687,399777.37,136742.12,20002,57,60,,DGS_0457.0,{10688A22-9D60-4BDC-AFFA-5AF88A906057},,,JLAY,2022/08/03 14:55:10+00
-77.0481887525381,38.8981315726761,73,School Without Walls High School,2130 G STREET NW,High School/Specialized,HS,Active,202-645-9690,585, ,dcps_466,http://www.swwhs.org/,466,466,N,,1935,47200,,-77.04818647,38.89812412,2022-2023,District of Columbia Public Schools,1,School Without Walls High School,466,9th-12th,242528,395820.01,136698.13,20037,,,,DGS_0388.0,{CCB15CC9-1FDB-421E-A9EC-D3F4EC2E76D7},,,JLAY,2022/08/03 14:55:10+00
-76.9931852940978,38.8975724536931,74,School-Within-School,920 F STREET NE,Elementary School/Specialized,ES,Active,202-673-8275,,,dcps_201,http://www.schoolwithinschool.org,175,,N,,,,,-76.99318304,38.89756498,2022-2023,District of Columbia Public Schools,1,School-Within-School @ Goding,175,PK3-5th,289072,400591.35,136634.98,20002,,,,DGS_0762.0,{94196A3E-B6EE-478B-9405-6704552BA36D},,,JLAY,2022/08/03 14:55:10+00
-76.9829065853773,38.8973834695648,75,Miner Elementary School,601 15TH STREET NE,Elementary School,ES,Active,202-397-3960,384, ,dcps_280,http://www.minerelementary.org/,280,280,N,,,,,-76.98290432,38.89737602,2022-2023,District of Columbia Public Schools,1,Miner Elementary School,280,PK3-5th,289548,401483,136614.12,20002,46,47,,DGS_0696.0,{1814C10A-9979-44AE-BE0E-85CFAA3C9918},,,JLAY,2022/08/03 14:55:10+00
-76.9337031672977,38.89700926754,76,Lorraine H. Witlock Elementary School,533 48TH PLACE NE,Elementary School,ES,Active,202-671-6060,251, ,dcps_202,http://profiles.dcps.dc.gov/Aiton+Elementary+School,202,202,N,479,1960,57100,400,-76.93370092,38.89700181,2022-2023,District of Columbia Public Schools,1,Aiton Elementary School,202,PK3-5th,294490,405751.28,136574.53,20019,25,43,,DGS_0669.0,{A5039B6B-02CC-4771-A80D-D35213EA87D0},,,JLAY,2022/08/03 14:55:10+00
-76.9223243859153,38.8967906132912,77,Woodson High School,540 55TH STREET NE,High School,HS,Active,202-724-4632,634, ,dcps_426,http://www.hdwoodsonwarriors.org/,464,425,N,1085,1967,156000,450,-76.92232826,38.89678662,2022-2023,District of Columbia Public Schools,1,H.D. Woodson High School,464,9th-12th,309633,406737.85,136551.42,20016,,,8,DGS_0681.0,{B1DF24CC-7907-4FA8-A83E-2307E28DBFE8},,,JLAY,2022/08/03 14:55:10+00
-77.0000066522715,38.8963051573376,78,Stuart-Hobson Middle School,410 E STREET NE,Middle School,MS,Active,202-671-6010,431, ,dcps_428,http://www.capitolhillclusterschool.org/our-schools/stuart-hobson-middle-school,428,428,Y,460,1927,105900,450,-77.00000438,38.8962977,2022-2023,District of Columbia Public Schools,1,Stuart-Hobson Middle School (Capitol Hill Cluster),428,6th-8th,294483,399999.62,136494.28,20002,,,,DGS_0576.0,{C99C7FBB-BB7C-4E72-A5D3-D7936B39B1C2},,,JLAY,2022/08/03 14:55:10+00
-76.9199292547491,38.8960014304797,79,Drew Elementary School,5600 EADS STREET NE,Elementary School,ES,Active,202-671-6040,253, ,dcps_231,http://www.drewelementary.org/,231,231,N,,,,,-76.91992701,38.89599397,2022-2023,District of Columbia Public Schools,1,Drew Elementary School,231,PK3-5th,277686,406946.23,136463.61,20019,18,32,,DGS_0687.0,{05097567-9791-4D1A-B9C6-4F2A5A724183},,,JLAY,2022/08/03 14:55:10+00
-76.958966127105,38.8952492870854,80,River Terrace Education Campus,405 Anacostia Ave NE,Special Education,EC,Active,202-442-7111,131, 0005,dcps_978,http://profiles.dcps.dc.gov/River+Terrace+Education+Campus,304,,,,,,,-76.95896387,38.8952415,2022-2023,District of Columbia Public Schools,1,River Terrace Education Campus,304,SPED,313230,403559.87,136377.87,20019,,,82,DGS_0184.0,{4D2195AF-BE6F-4D80-A36A-758D9559394A},,,JLAY,2022/08/03 14:55:10+00
-76.9384708912366,38.893561490088,81,Smothers Elementary School,4400 BROOKS STREET NE,Elementary School,ES,Active,202-939-3600,253, ,dcps_322,http://www.myschooldc.org/schools/profile/104/,322,322,N,332,1923,43000,325,-76.93846864,38.89355404,2022-2023,District of Columbia Public Schools,1,Smothers Elementary School,322,PK3-5th,294596,405337.95,136191.51,20019,31,39,,DGS_0612.0,{3E76AB1F-9C7B-4A04-9407-7BCB482BD2BC},,,JLAY,2022/08/03 14:55:10+00
-76.9324573183586,38.8933228241185,82,Kelly Miller Middle School,301 49TH STREET NE,Middle School,MS,Active,202-388-6870,449, ,dcps_421,http://kellymillerms.org/,421,421,Y,,,,,-76.93245515,38.89331541,2022-2023,District of Columbia Public Schools,1,Kelly Miller Middle School,421,6th-8th,294476,405859.65,136165.39,20019,,,,DGS_0462.0,{27050C3A-6579-41FF-B505-6E81CE245127},,,JLAY,2022/08/03 14:55:10+00
-76.99986025834,38.892903777306,83,Peabody Elementary School,425 C STREET NE,Elementary School,ES,Active,202-698-3277,231, ,dcps_301,http://profiles.dcps.dc.gov/Peabody+Elementary+School+(Capitol+Hill+Cluster),301,301,N,,,,,-76.99985799,38.89289632,2022-2023,District of Columbia Public Schools,1,Peabody Elementary School (Capitol Hill Cluster),301,PK3-KG,288145,400012.32,136116.7,20002,61,80,,DGS_0595.0,{AC6B9E54-50EC-4B7B-A7CC-F8D278D81268},,,JLAY,2022/08/03 14:55:10+00
-76.9789801842028,38.8924389462972,84,Eliot-Hine Middle School,1830 CONSTITUTION AVENUE NE,Middle School,MS,Active,202-939-5380,200, ,dcps_407,http://www.eliothinemiddleschool.org/,407,407,Y,850,1931,155100,450,-76.97897792,38.89243149,2022-2023,District of Columbia Public Schools,1,Eliot-Hine Middle School,407,6th-8th,286499,401823.73,136065.31,20002,,,,DGS_0359.0,{D045C0AD-8FCB-4323-A618-C28FB0D61C80},,,JLAY,2022/08/03 14:55:10+00
-76.9890008581543,38.8922946631179,85,Maury Elementary School,1250 CONSTITUTION AVENUE NE,Elementary School,ES,Active,202-698-3838,387, ,dcps_274,http://www.mauryelementary.com,274,274,N,276,1886,46800,325,-76.988999,38.892287,2022-2023,District of Columbia Public Schools,1,Maury Elementary School,274,PK3-5th,294511,400954.41,136049.14,20002,39,47,,DGS_0258.0,{ED10E5D9-AF28-41BA-A070-4A836352B0D9},,,JLAY,2022/08/03 14:55:10+00
-76.9796865584152,38.8904101151262,86,Eastern High School,1700 EAST CAPITOL STREET NE,High School,HS,Active,202-698-4500,818, ,dcps_457,http://easternhighschooldc.org/intro/,457,457,N,1425,1923,288800,6,-76.97968429,38.89040266,2022-2023,District of Columbia Public Schools,1,Eastern High School,457,9th-12th,289529,401762.5,135840.08,20003,,,28,DGS_0181.0,{EBB8773E-6976-4142-A756-E883536B91CA},,,JLAY,2022/08/03 14:55:10+00
-76.9399369281301,38.8872476506276,87,Plummer Elementary School,4601 TEXAS AVENUE SE,Elementary School,ES,Active,202-939-4360,391, ,dcps_299,http://profiles.dcps.dc.gov/Plummer+Elementary+School,299,299,N,,,,,-76.93993468,38.8872402,2022-2023,District of Columbia Public Schools,1,Plummer Elementary School,299,PK3-5th,19536,405211.23,135490.54,20019,26,38,,DGS_0202.0,{E836D3DB-1F7E-4189-BEB8-273CB1F4445C},,,JLAY,2022/08/03 14:55:10+00
-76.930798754934,38.885961872242,88,Nalle Elementary School,219 50TH STREET SE,Elementary School,ES,Active,202-671-6280,391, ,dcps_288,http://profiles.dcps.dc.gov/Nalle+Elementary+School,288,288,N,460,1950,83900,400,-76.93079651,38.88595442,2022-2023,District of Columbia Public Schools,1,Nalle Elementary School,288,PK3-5th,294474,406004.16,135348.37,20019,49,55,,DGS_0394.0,{DB72B3C1-593E-483B-975E-A5A0A038BFFD},,,JLAY,2022/08/03 14:55:10+00
-76.9849748055924,38.8851789290052,89,Payne Elementary School,1445 C STREET SE,Elementary School,ES,Active,202-698-3262,300, ,dcps_295,http://paynedc.org/,295,295,N,438,1953,,,-76.984984,38.885171,2022-2023,District of Columbia Public Schools,1,Payne Elementary School,295,PK3-5th,289721,401302.84,135259.2,20003,28,36,,DGS_0466.0,{C04BD496-DE30-4218-967C-0771B438DC56},,,JLAY,2022/08/03 14:55:10+00
-77.0014621213977,38.8848086594862,90,Brent Elementary School,301 NORTH CAROLINA AVENUE SE,Elementary School,ES,Active,202-698-3363,404, ,dcps_212,http://brentelementary.org/,212,212,N,276,1968,47500,325,-77.00145985,38.88480121,2022-2023,District of Columbia Public Schools,1,Brent Elementary School,212,PK3-5th,294479,399873.34,135218.08,20003,31,36,,DGS_0504.0,{A86A201F-096E-45CA-BBDC-1A1880046E5F},,,JLAY,2022/08/03 14:55:10+00
-76.9531611016469,38.8839018623165,91,Sousa Middle School,3650 ELY PLACE SE,Middle School,MS,Active,202-729-3260,255, ,dcps_427,http://www.sousamiddleschool.org/,427,427,N,,,,,-76.95315884,38.88389441,2022-2023,District of Columbia Public Schools,1,Sousa Middle School,427,6th-8th,294584,404064.1,135118.46,20019,,,,DGS_0536.0,{9EA5312F-3D36-46C3-B6AC-1185F0332F80},,,JLAY,2022/08/03 14:55:10+00
-76.9261177474948,38.8836062845951,92,C.W. Harris Elementary School,301 53RD STREET SE,Elementary School,ES,Active,202-645-3188,285, ,dcps_247,http://cwharriselementary.org/,247,247,N,461,1964,56000,325,-76.9261155,38.88359883,2022-2023,District of Columbia Public Schools,1,C.W. Harris Elementary School,247,PK3-5th,289801,406410.5,135087.2,20019,19,37,,DGS_0455.0,{CB3ABF3A-492D-4E86-838B-30BFF85B100D},,,JLAY,2022/08/03 14:55:10+00
-76.9899990371998,38.8834744591012,93,Watkins Elementary School,420 12TH STREET SE,Elementary School,ES,Active,202-698-3355,436, ,dcps_333,http://www.capitolhillclusterschool.org/our-schools/watkins-elementary,333,333,N,578,1962,69300,550,-76.98999677,38.88346701,2022-2023,District of Columbia Public Schools,1,Watkins Elementary School (Capitol Hill Cluster),333,1st-5th,294486,400867.92,135070.02,20003,,,,DGS_0586.0,{52119D90-E2A6-4A3E-B42C-F487A1325B9F},,,JLAY,2022/08/03 14:55:10+00
-76.9763811799253,38.883438357611,94,Inspiring Youth Program,1901 D STREET SE,Youth Engagement,YE,Active,202-698-5978,,,dcps_947,http://profiles.dcps.dc.gov/Inspiring+Youth+Program,480, ,N,,,,,-76.97637892,38.88343091,2022-2023,District of Columbia Public Schools,1,Inspiring Youth Program,480,Alternative,295133,402049.46,135066.23,20003,,,,N/A,{A4CD825B-EBF6-451F-8F8E-E8923BACC432},,,JLAY,2022/08/03 14:55:10+00
-76.9571805468622,38.8833106531027,95,Kimball Elementary School,3375 MINNESOTA AVENUE SE,Elementary School,ES,Active,202-671-6260,313, 0831,dcps_259,http://profiles.dcps.dc.gov/Kimball+Elementary+School+%40+Davis,259,259,N,474,,,400,-76.957178,38.883303,2022-2023,District of Columbia Public Schools,1,Kimball Elementary School,259,PK3-5th,294565,403715.39,135052.66,20019,,,,DGS_0186.0,{D052A654-CFD2-4D9A-91D4-C07AB19F7E3A},,,JLAY,2022/08/03 14:55:10+00
-76.9920439309801,38.8810918074256,96,Tyler Elementary School,1001 G STREET SE,Elementary School,ES,Active,202-939-4810,514, ,dcps_330,http://www.tylerelementary.net,330,330,N,452,1949,69600,400,-76.99204166,38.88108436,2022-2023,District of Columbia Public Schools,1,Tyler Elementary School,330,PK3-5th,294505,400690.52,134805.51,20003,61,75,,DGS_0726.0,{2F5AFFF1-512D-41FB-8292-BC8468E122BA},,,JLAY,2022/08/03 14:55:10+00
-77.0229129382855,38.8798783817875,97,Jefferson Middle School Academy,801 7TH STREET SW,Middle School,MS,Active,202-729-3270,, ,dcps_415,http://www.jeffersontrojans.org/,433,415,Y,900,1940,109000,450,-77.02291066,38.87987093,2022-2023,District of Columbia Public Schools,1,AppleTree Early Learning Center PCS - Southwest,433,6th-8th,276812,398012.08,134671.03,20024,,,,DGS_0739.0,{C18E1BC5-5C01-4F9B-B3F9-0B707AC027B3},,,JLAY,2022/08/03 14:55:10+00
-77.0181275757119,38.8795228506534,98,Amidon-Bowen Elementary School,401 I STREET SW,Elementary School,ES,Active,202-724-4867,350, ,dcps_203,http://profiles.dcps.dc.gov/Amidon-Bowen+Elementary+School,203,203,N,438,1960,70800,400,-77.0181253,38.8795154,2022-2023,District of Columbia Public Schools,1,Amidon-Bowen Elementary School,203,PK3-5th,294482,398427.29,134631.47,20024,24,34,,DGS_0566.0,{D206321C-3DE4-42EB-8872-392A26C84155},,,JLAY,2022/08/03 14:55:10+00
-76.9376185478661,38.8790757454366,99,Bard High School Early College DC,4430 H STREET SE,High School/Specialized,HS,Active,202-898-4664,,,dcps_982,https://www.myschooldc.org/schools/profile/415,,,N,,,,,-76.937616,38.879068,2022-2023,District of Columbia Public Schools,1,Bard High School Early College DC,1058,9th-12th,294598,405412.99,134583.53,20019,,,,N/A,{CE9215D2-0074-4A06-AE64-6EEA2712553C},,,JLAY,2022/08/03 14:55:10+00
-76.9992457367057,38.876803557988,100,Van Ness Elementary School,1150 5TH STREET SE,Elementary School,ES,Active,202-698-3818,171,,dcps_972,http://vannesselementary.org/,331,,,,,,,-76.999244,38.87679645,2022-2023,District of Columbia Public Schools,1,Van Ness Elementary School,331,PK3-2nd,294508,400065.6,134329.49,20003,43,37,,DGS_0770.0,{BF208B16-B74C-4A4C-8313-22CCF8E3488E},,,JLAY,2022/08/03 14:55:10+00
-76.9744862796748,38.8718046065096,101,Boone Elementary School,2200 MINNESOTA AVENUE SE,Elementary School,ES,Active,202-671-6240,408, ,dcps_291,http://www.orrelementary.org/,291,291,N,,,,,-76.97448402,38.87179716,2022-2023,District of Columbia Public Schools,1,Orr Elementary School,291,PK3-5th,294539,402214.23,133774.84,20020,44,50,,DGS_0182.0,{AE0E4C67-726C-402D-8E3C-D0AFD964C083},,,JLAY,2022/08/03 14:55:10+00
-76.9801735687473,38.8712938528995,102,Kramer Middle School,1700 Q STREET SE,Middle School,MS,Active,202-939-3150,193, ,dcps_417,http://www.myschooldc.org/schools/profile/56/,417,417,N,655,1943,154000,550,-76.9801713,38.8712864,2022-2023,District of Columbia Public Schools,1,Kramer Middle School,417,6th-8th,289467,401720.71,133718.02,20020,,,,DGS_0332.0,{578B56BC-7456-499F-8DB1-AA01BB7C207D},,,JLAY,2022/08/03 14:55:10+00
-76.9643585423078,38.8700991857525,103,Randle Highlands Elementary School,1650 30TH STREET SE,Elementary School,ES,Active,202-729-3250,333, ,dcps_316,http://www.randlehighlandselementary.org/,316,316,N,520,2003,,,-76.96435628,38.87009174,2022-2023,District of Columbia Public Schools,1,Randle Highlands Elementary School,316,PK3-5th,156337,403093.17,133585.82,20020,34,43,,DGS_0803.0,{9407272E-7D8E-4652-8212-AF1B2402CD9D},,,JLAY,2022/08/03 14:55:10+00
-76.9830795189813,38.870091507624,104,Anacostia High School,1601 16TH STREET SE,High School,HS,Active,202-698-2155,449, ,dcps_450,http://profiles.dcps.dc.gov/anacostia,450,450,N,1040,1935,247900,1100,-76.98307725,38.87008406,2022-2023,District of Columbia Public Schools,1,Anacostia High School,450,9th-12th,155922,401468.56,133584.5,20020,,,3,DGS_0324.0,{4F5DF6F3-E4A0-4BA3-B91A-15F72DD67059},,,JLAY,2022/08/03 14:55:10+00
-76.9836234271726,38.8660501419335,105,Ketcham Elementary School,1919 15TH STREET SE,Elementary School,ES,Active,202-698-1122,309, ,dcps_257,http://profiles.dcps.dc.gov/Ketcham+Elementary+School,257,257,N,461,1909,88300,325,-76.98362116,38.86604269,2022-2023,District of Columbia Public Schools,1,Ketcham Elementary School,257,PK3-5th,286537,401421.44,133135.87,20020,29,40,,DGS_0364.0,{511D8E83-E446-4CAB-A716-5F64EFF41F7B},,,JLAY,2022/08/03 14:55:10+00
-76.9556070060376,38.8643572874249,106,Beers Elementary School,3600 ALABAMA AVENUE SE,Elementary School,ES,Active,202-939-4800,464, ,dcps_206,http://profiles.dcps.dc.gov/Beers+Elementary+School,206,206,N,448,1942,77500,400,-76.95560475,38.86434984,2022-2023,District of Columbia Public Schools,1,Beers Elementary School,206,PK3-5th,278406,403852.94,132948.76,20020,42,54,,DGS_0535.0,{3771BF6B-8F68-4C68-A9A4-80C6FE91EDCA},,,JLAY,2022/08/03 14:55:10+00
-76.9936065291188,38.862859433361,107,Savoy Elementary School,2400 SHANNON PLACE SE,Elementary School,ES,Active,202-939-2000,315, ,dcps_307,http://profiles.dcps.dc.gov/Savoy+Elementary+School,307,307,N,479,1968,64800,450,-76.99360426,38.86285199,2022-2023,District of Columbia Public Schools,1,Savoy Elementary School,307,PK3-5th,278153,400555.08,132781.57,20020,20,34,,DGS_0419.0,{FB790BD4-F499-4D16-BFFF-EBE1577BBE73},,,JLAY,2022/08/03 14:55:10+00
-76.9953568364176,38.859769537679,108,Excel Academy,2501 MARTIN LUTHER KING JR AVENUE SE,Education Campus,EC,Active,202-373-0097,,,dcps_981,http://www.excelpcs.org,318,,,,,,,-76.995355,38.859762,2022-2023,District of Columbia Public Schools,1,Excel Academy PCS,318,PK3-8th,278172,400403.19,132438.56,20020,,,,DGS_0782.0,{FBB40AA1-708E-4831-B94A-7883B78DB03F},,,JLAY,2022/08/03 14:55:10+00
-76.9684924865091,38.859279554949,109,Stanton Elementary School,2701 NAYLOR ROAD SE,Elementary School,ES,Active,202-671-6180,520, ,dcps_319,http://profiles.dcps.dc.gov/Stanton+Elementary+School,319,319,N,547,1944,83800,400,-76.96849023,38.85927211,2022-2023,District of Columbia Public Schools,1,Stanton Elementary School,319,PK3-5th,294547,402734.84,132384.63,20020,30,47,,DGS_0443.0,{E2947094-4E8B-441F-82D4-CD878777A2C9},,,JLAY,2022/08/03 14:55:10+00
-76.9829459217509,38.8566649731435,110,Moten Elementary School,1565 MORRIS ROAD SE,Elementary School,ES,Active,202-698-1111,405, ,dcps_920,http://www.myschooldc.org/schools/profile/75/,285,285A,N,,1976,144900,,-76.98294368,38.856656,2022-2023,District of Columbia Public Schools,1,Moten Elementary School,285,PK3-5th,294524,401480.43,132093.89,20020,37,45,,DGS_0323.0,{E37EAD61-F7DD-4992-A7D7-06550CCC7723},,,JLAY,2022/08/03 14:55:10+00
-76.9708070368325,38.8517408214861,111,Garfield Elementary School,2435 ALABAMA AVENUE SE,Elementary School,ES,Active,202-671-6140,301, ,dcps_238,http://www.myschooldc.org/schools/profile/37/,238,238,N,446,1977,58908,400,-76.97080478,38.85173338,2022-2023,District of Columbia Public Schools,1,Garfield Elementary School,238,PK3-5th,278160,402534.22,131547.71,20020,22,32,,DGS_0421.0,{E1B5A20F-9FE2-4566-BAB2-100A44CEC74E},,,JLAY,2022/08/03 14:55:10+00
-76.9837059452072,38.8513443505593,112,Johnson Middle School,1400 BRUCE PLACE SE,Middle School,MS,Active,202-939-3140,252, ,dcps_416,http://profiles.dcps.dc.gov/Johnson+Middle+School,416,416,N,,1969,277000,,-76.98370368,38.85133691,2022-2023,District of Columbia Public Schools,1,Johnson Middle School,416,6th-8th,294520,401414.57,131503.42,20020,,,,DGS_0293.0,{37272D70-6493-4897-9609-BF92419D0A70},,,JLAY,2022/08/03 14:55:10+00
-76.9803121874691,38.8476427196735,113,Turner Elementary School,3264 STANTON ROAD SE,Elementary School,ES,Active,202-645-3470,484, ,dcps_329,http://www.myschooldc.org/schools/profile/116/,329,329,N,,1965,77700,,-76.98031323,38.84763644,2022-2023,District of Columbia Public Schools,1,Turner Elementary School,329,PK3-5th,294561,401708.96,131092.7,20032,34,49,,DGS_0499.0,{90D1A43D-F7AA-4E11-A63E-60F886551D8E},,,JLAY,2022/08/03 14:55:10+00
-76.998241258726,38.842450628512,114,King Elementary School,3200 6TH STREET SE,Elementary School,ES,Active,202-939-4900,374, ,dcps_344,http://profiles.dcps.dc.gov/King+Elementary+School,344,344,N,525,1971,65500,400,-76.99823899,38.84244319,2022-2023,District of Columbia Public Schools,1,King Elementary School,344,PK3-5th,294557,400152.88,130516.03,20032,26,51,,DGS_0481.0,{682827DC-0D16-4B25-99ED-9EB81471D0ED},,,JLAY,2022/08/03 14:55:10+00
